Short,Code_snippet
1,T04022|gtrparb|ptrparb|ar
2,T04022|gtrparb|ar|riktningh|lasttyp
3,T04022|gtrparb|ar|riktningh
4,T04022|ptrparb|ar|trpsatt
5,T04022|ptrparb|ar|riktningh|trpsatt
6,T04022|ptrparb|ar|riktningh|riktningu|trpsatt
